Comment,Label
"。　　　　•　 　ﾟ　　。
　　.　　　.　　　 　　.　　　　　。　　 。　.
　.　　 。　 ඞ 。　 . •
• Black was not the Impostor. 。　.",0
6:06 people tell him to get off and yet the foolish cop takes out his gun to threaten civilians from stopping him true terrorist action there,0
Oh my God I am claustrophobic too and I can't even imagine the pain....,0
"This make me feel so sad🥺 , but I can't do anything about it so let's just pray for them , ❤️ from Philippines",0
If nobody recorded this then the cops would have lied about everything.,0
"He died of a heart attack caused by a overdose of fentanyl, he didn’t die of asphyxiation",1
Why was there so much security footage cut out!,0
You’ve all fallen for a psy op,0
Smoking on that George floyd pack 💨,0
IF THIS WASN'T RECORDED THEY WOULD HAVE SAID HE DIED OF A HEART PROBLEM AND CASE CLOSED,0
Everything is shown on the leaked full video.,1
8 minutes and 46 seconds,0
"I still don’t understand why that police officer kept his knee on Floyd for that long,",0
"thanks for this video it really helped, i didn’t really get the whole thing this video is super helpful and the editing is on point",0
"The General Problem is in America. 
Germans: ACAB!",0
I'm cryinggggggg wah wah wah,0
"Man the US is scary, imagine they can do this in daytime, its like medival times broad daylight killing",0
"Derek: Get in the car
Also Derek: Doesn't allow him to move
George: I can't breathe
Derek: Still doesn't allow him to move",0
"The cop watched his face the whole time while murdering him, an absolutely psycho. A murderer",0
And y'all still don't realise that he went to jail for drugs held a pregnant woman hostage with a gun to her belly and drunk drived and nearly killed people...,1
"“7 minutes, 7 minutes is all I can spare to play with you”
-Albert Wesker",0
"I just didn't got something
he was already dead why was he continuing killing him?",0
"Guys we need to lend a brain to that Derek guy. He tells Floyd to get up, but guess what? He can’t, since ur on his neck and chest",0
Imagine when phones or cameras didnt exist..,0
"""Where is the love?""",0
Floyd was scared,0
B. L. M 😭😭✊,0
i don't know why but I couldn't hold back tears when I watched this,0
Thumbs up to everyone that recorded,0
"Is this video evidence from the city or cellular footage? I don’t wanna sound crazy, but where are the witnesses?",0
Guys go watch the bodycam footage,0
A cop went in there and started CPR,0
It would’ve taken one good competent officer to take him away and calmly speak to him and accommodate with him.,0
wtf...dude looked proud with his knee on his neck.,0
the dislikes are from people who dont like police brutality,0
Too bad they never showed the part where he said “I can’t breathe” even before the officer had his knee on his neck. Y’all know he was on crack at this time right???? I mean don’t get the wrong idea. He didn’t deserve to die like this.,0
David Attenborough primitive primate video brought me here.,0
THE COP REALY STARTS LISTENING WHEN HE SAID GET OF HIM SO I CAN PUT HIM IN THE TRUCK,0
Grown man calling for his mom and they still wont let him breathe. This is terrifying. Edit: nobody ends up in that position however if they follow the law,0
"God bless you george, we love you so much xxx",0
Thao was staring right at Floyd motionless with Chauvin’s knee on his neck. Thao flat out lied in his interview. I watched the entire 1 hour and 28 minute interview. He stammered the entire way through the explanation of what occurred that day.,0
5:55 is when George Floyd becomes black Jesus,0
What’s George doing in a car? He said himself that he couldn’t get into the police car cuz he was claustrophobic,0
"When a grown man calls for his Mama, that is a desperate call already. Every police should know that.",0
Thank y’all for on,0
🥺 to sad to watch. 😥,0
THE PEOPLE HAVE HAD ENOUGH!!,0
Rip George Floyd 🙏🏻🙏🏻🙏🏻 ✊✊🏻✊🏼✊🏽✊🏾✊🏿,0
No matter how big and strong he looks.. calling out his mama when he felt that he is being killed.. my tears are falling..,0
Teared me up calling for his mom,0
Gurge flud 🙏,0
"So sad 😥 , it's looks like , Roots , episodes I am watching",0
those employees were DUMB. you confronted a person that you thought appeared out of control of himself. what would possess you to do that? if you were going to address the incident at all (him using the counterfeit bill) you're ONLY action should have been to call the cops. only other thing would be to let it go. i've worked in a convenience store before and i always said that anybody who came in acting funky i'm calling the cops. whatever policies i may have broken in the process resulting in termination would be fine by me. i'd be unharmed and able to get another job.,0
That was straight up murder in broad daylight.,0
"Idk about yall but when im popping percs its already hard to breath, imaging speedballing a lethal dose while also having a whole pig on your throat",0
"""I can't breathe """,0
He pulled him out of the car for no reason Derek should be sentenced for life in prison and also why wasn’t he fired befor if he had 18 complaints SMH 🤦‍♀️,0
"I always try to stay neutral on things and see the whole picture. But sadly if I was a lawyer I would say Floyd died from stress, alcohol, and/or drugs. There is too much doubt for it to be a homicide.",0
"The officer said ""get in the car"" he said ""I will .. But i can't move"" i really want to understand where did he resist. This is pure evil",0
Now go watch the real FULL footage !,0
Omg whats Happening... 🙄,0
I have a hunch .Chauvin knew exactly what he was doing . & was paid to do it . if I am correct .then Chauvin & whoever paid him are the enemies of us all . I hope someone will look into this & prove I am correct,0
This is so sad rip george we miss you 🕊 blm. ✊✊🏻✊🏼✊🏽✊🏾✊🏿✊🏿✊🏿✊🏿✊🏿✊🏿,0
"Oh my god. This is brutal, bloody brutal. He called his ""mama"" that broke my heart. Rest in peace, bro!",0
4:29,0
Can we get 1 pack you for this dood who has his knee on George,0
😭😭😭😭😭😭,0
Who else wanted to jump through the screen. Edit: thank you guys for all the likes. Black lives matter ✊🏿✊🏾✊🏽✊🏼✊🏻,0
"I’ve heard that the prison industry in America is pretty, well, industrial. So that’s to something ponder on. Maybe c Johnny cash 💰",1
MONSTERS,0
Weird that it wasn't age restricted back then,0
My heart broke when he started calling out for his mama. R.I.P George Floyd,0
✊🏿✊🏾✊🏽,0
0:44 he is kneeling all his weight on the guys head/neck.... well hopefully someone will show him the error of his ways.... maybe when he drops his soap....,0
"HOW MESSED UP IS THAT !! THE EMS EMPLOYEES NEEDED THE FIRE FIGHTERS IN ORDER TO
RESUSCITATE A MAN IN CARDIAC ARREST ?? IN LAW ENFORCEMENT, WE CALL THAT A CLUE..",0
"My hearts went out to this man when he said ""mama""",0
I will say n word 🤭,0
😭😭😭😭😭😭😭😭,0
😭😭,0
How can someone do that,0
The question is how many more died without been seen in CAMERA ?,0
Oh no they didnt quickly charge them!!!,0
:),0
😭😭😭,0
This is so sad😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
This police man has serious mental issues! Seems like he's enjoying of suffocating a human being... That hurts!,0
every one stop watching,0
✊🏻✊🏼✊🏽✊🏾✊🏿,0
What did they need a firetruck for 😂,0
He over dosed that knee is on his back,0
"Not many people mentioned that when the ambulance arrived, no one did CPR to him. They just let him die. Pathetic.",0
😭😭😭😭😭,0
😔✊🏻✊🏼✊🏽✊🏾✊🏿,0
OMG rip,0
R.I.P he aint evan do nun they just doing to much like get off him,0
He called for his mama......omg that literally breaks my heart R.I.P George,0
"This is my first time watching this, it's so painful in an indescribable way, the police were totally brutal",0
Bastars 🤬🤬🤬,0
Thank you,0
😭🥺😡,0
"He was calling for his Mama.
RIP George Floyd.",0
6:19 you cant tell me he doesnt have the most punchable face,0
😭😭😭😭,0
By the looks of that footage George Floyd probably died from shock and had an anxiety attack.,0
تحية لكل العرب,0
"They told him to get up while pressing him down to the ground. He can’t answer them because he can’t breathe. And when he tries to get up they just use more violence. 
This is the worst thing I’ve ever seen 
Rest In Peace, George",0
Show the full footage,0
That makes me cry,0
Wow...,0
You can't 'accidentally' kneel on someone's throat for 8 minutes,0
We love gorg,0
I DONT UNDERSTAND WHY U ALL ARGUE THAT THIS WAS OK.... IF THE COP DIDNT PUT HIS KNEE ON HIS NECK AND THE OTHER COP WAS NOT ON HIS BACK.... HE WOULD STILL BE ALIVE!!!!!,0
When will it stop?!?! Of course I'm talking about the media reporting black men killed by the police when white men are killed much more often.,1
now i feel like we need a police for the police .. smh,0
When he cried 'mama' he knew that he was passing away... So sad😖,0
Figures one of the media outlets that never tell the full story,0
sabrinedenholm@gmail.com,0
I CANT BREATHE LOL THEN GET UP LOL THATS WHY HE DEADDDDDDDDDDDDDDDDDDDRR,0
"Wish Julian Assange got this much attention. Bet 99% of the ""inner city people"" don't even know who he is. We're doomed",1
Huge respect to those guy's who filmed this and raise their voice against police.🙏🏼🙏🏼🙏🏼,0
He ate his fentanyl before being cuffed. Tell the truth you liars.,1
this is the funniest thing I have seen yet.. do you really believe what you just said?,0
I love you,0
Insane act 😞,0
This looks like a planned murder. Does not look like an accident.,0
lmao 😂😂😂😂😂👌🏿,0
gore found? or george floyd the god,0
I’ve been thinking abt this for a while now how is he talking if he can’t breathe 😭,0
He would not be dead had he not resisted arrest we would also not be in the place we are now,1
"“Racism isn’t getting worse, it’s just getting filmed”
- Will Smith",0
"I start to understand what's going on in US after this video. In Russia I haven't seen this point of view ever. I'll tell everybody I know now about it. Social contract. This is the core thing and this is why those windows are broken. Take care, people. And let me write these three letters for the first time in my life with deep empathy - BLM!",0
"“When injustice becomes law, resistance becomes duty.” - Thomas Jefferson",0
Can i just say how good of a speaker trever noah is,0
Guys. Can we take a moment to appreciate that this is not “scripted”,0
"Trevor 
is brilliant in the way he makes common sense out of current events. He has a gift beyond his years. I watch him and marvel at his wisdom. His wisdom comes so natural. My friends we are watching genius at work. Listen to this young man he is able to connect with humanity.",0
"I felt everything you said. I have experienced this from an early age. I can remember being in the 1st grade and the teacher asked all of us what we wanted to be when we grew up. I said I wanted to be the president of the world. The teacher and the class laughed at me and one boy shouted out,"" You can't be president, your black."" The teacher didn't object to his statement. This happened in 1979. The teacher was old then, I wish she lived to see Obama become president. I am a teacher now and it embarrasses me that she was a part of our occupation. Complete disregard for a young boy's elevated aspirations. I have never gone to jail, but my skin has allowed me the opportunity to ""interact"" with the police many times.",0
Now imagine how many George Floyds there are that are _not_ caught on camera.,0
"I still cannot get over the contrast:
1. Dylann, a white Supremacist, shot up a church (reloaded several times) & kills about 10 people (old and young ). 
Cops arrest, no bodily harm , no excessive force, and even bought a burger for him. He got pure decency and a burger, after committing cold blooded murder!

2. George, a black guy in a car never killed anyone but currently suspected of a crime, cops suffocated him to death even when he wasn't resisting nor armed. 
He got brutally killed on suspicion of a crime (and no it wasn't murder).

Why was one treated like a human being in spite of a heinous crime, while the other was treated less than an animal on suspicion of a crime",0
"I just want to say this monologue was inspiring and powerful. I've shared it with family and friends, all white, and have been amazed at the response and empathy that it has garnered. It's been re-shared throughout our social circles and it has changed minds. My grandmother, who is supremely old-school had shivers and tears. Trevor, your talent for speaking helped people understand the need for the protests, the need for reform, and got people to understand the privilege they enjoy in a way I have never witnessed before. Thank you for your perspective and your moving way with words. It's speeches like this that change not just minds, but hearts too.",0
Meanwhile Candace Owens & Ben Shapiro complaining about Cardi B and the WAP.,1
"This speech will be part of history. Forever. Trevor, never stop using your voice. Very few are given this chance. Very few people like you. Forza.",0
“Police in America are LOOTING Black Bodies.”,0
You can see Trevor is on to something big by the number of dislikes. People are triggered. Trevor is a really bright cookie and I think he should take a role in politics as he has such a good handle on the bigger picture,0
"Trevor is so articulate and deliberate in what he says. While I love and appreciate #StephenColbert #JimmyKimmel #SethMeyers #JamesCordon, as they genuinely empathize with this movement, Trevor can speak to it from a perspective they cannot... heck, most of cannot ... as an outsider, an insider, and an Apartheid South African. So much respect.",0
You should make speaches im crying inside your just stating the facts but the eloquent way you put it states it very well. .. thank you.,0
"Thank-you, Trevor for a brilliantly considered message. I am a fan, and I am a white guy; 60 something. I remember the civil rights movement, I remember the riots ...almost everywhere at one time or another; Chicago, 1969 comes to mind. I remember the murder of Martin Luther King. At he age of 13, I was already wondering; what is going on here? 
One of my ""jobs"" is to deliver worship services to small, white, dying Protestant congregations in upstate, rurul New York. These Christian Congregations have been at it all of their lives, and they get it, but are shielded from the real clash. In my most recent message I talked about connecting the dots; the dominoes. And, then, to hear you talk about it brought tears to my eyes. You, and many of the other night show hosts, are our modern philosophers; keep doing what you do.",0
Who do I call when the murderer wears a badge,0
"""Black people are literally saying 'please stop killing us' and there are some people saying, 'But...' """,0
"“...legitimacy is based on three things. First of all, the people who are asked to obey authority have to feel like they have a voice--that if they speak up, they will be heard. Second, the law has to be predictable. There has to be a reasonable expectation that the rules tomorrow are going to be roughly the same as the rules today. And third, the authority has to be fair. It can't treat one group differently from another.”",0
"Mind-blowingly insightful; Trevor's insight here and connecting the dots to the bigger picture of how society ""works"" should make us all sit up, take notice, and most importantly, change how we see the world and how we act in it. I wish our so-called ""leaders"" could come close to having this insight. And more importantly, do something with it. if it doesn't come from leaders, which it likely won't, then the people will have to act.",0
"Trevor nails it again, in a soft voice his words are louder than hate. Peace love and Unity from Cornwall, uk.",0
"This video -- along with everything going on right now -- has changed me, forever. Thank you.",0
Who else has been waiting for Trevor to talk about this?,0
"I know there's zero chance of you actually reading this but I wanted to say it somewhere - 
Thanks for putting this in words. Look at you, no script, no plan, you just turned on your phone and said your peace. And it was beautiful, and it was sad, and it hurt, and it was heard.",0
"I resonated with every single word you said. We face a similar problem here in India, from where I'm from. I hope one day people see beyond color.",0
"""The child who is not embraced by the village will burn it down to feel its warmth"" - African proverb",0
"I've listened to this so many times, & it eloquently express my thoughts. Well done Trevor 👍🏾👍🏾",0
Can I marry your words Trevor? Your articulation of words is worthy of legacy! I've never been so captivated and intrigued in forever! 👏🏼👏🏼👏🏼,0
This man is speaking facts and I completely understand what he means I'm a kid doing school and my teacher making me watch this for a project I'm actually super happy to do this project,0
"There was a time when I was Temping and given an assignment that would lead to a possible permanent job with a construction company. Not one minute after I entered the construction firm's office, the man who was to interview me said, ""I asked for a Secretary and they send me This!"" My ears became hot and my throat dry. He said nothing else, nor proceeded with the interview. I left immediately. I believe that people have had/do experience incidents like mine and you move on, forward. I would never speak to anyone the way I was spoken to that day. We have to treat each other with dignity and respect.",0
Wow this was powerful..new subscriber,0
"2 words at the root of the police corruption and total disregard for human life, Qualified Immunity.",0
"An analogy that someone said really resonates with me: 
Those that say ""all lives matter"" in response to Black Lives Matter, is like a neighborhood, with varying race households, and a household of a black family is burning, and was targeted for being a black household, and they say, rightfully, ""help! Our house is burning, Black Houses Matter too! Please!"" And someone responds ""all households matter!"" But it isn't about you, it isn't about your house, your house isn't burning, your house wasn't targeted. That's what it looks like when someone acts as if Black Lives Matter is something against them. The house is burning and we must band together and put it out, they are our neighbors and deserve compassion to help bring our neighborhood together. We must fix this problem. Love thy neighbor.",0
"""That was a hell of a punishment. Her job is one thing, but taking a white lady's dog..."" Hilarious because it's so true.",0
AFRICAN PROVERB: “The child who is not embraced by the village will burn it down to feel its warmth”,0
"The fact that as of today, 12K+ people have disliked this video is deeply concerning.",0
So injustice excuses injustice towards other innocent people..even people of your own comunity.. good message Trevor,0
I’ve never had it explained this way. I’ve always thought I understood what racism felt like - understanding as much as was possible as an average white lady. I’m the one to speak up when seeing/hearing racism. But Today I am humbled. The point Trevor made - think about WHO oppresses you and how that makes you feel- was a HUGE ah-ha for me. I get it now. The undercurrent of anger. The constantly being told and SHOWN you are lesser than when you are not. Wow. Thank you Trevor; this is going to change my life and that of those close to me. 👊🏿👊🏾👊🏽👊🏼👊🏻,0
"So much insight, wit, social intelligence, so well spoken...top notch as always. You’re the total human package, Trevor Noah!!",0
This is the reason Colin Kaepernick took a knee but people thought he was disrespecting the flag but this is the true reason he took that knee,0
God bless Patricia. She raised one of the greatest humanitarians/public speakers/thinkers of our generation.,0
"""Losing a job is one thing, but taking a white woman's dog.""🤣🤣",0
nailed it. I am sorry from my heart that I did not realize.,0
This needs to go viral the way Trevor breaks down everything that’s going on it’s incredible very well spoken,0
"Excuses, excuses. We ARE adults. People really need to grow up, show a semblance of backbone.",0
"I kept seeing this a frozen picture of your face in this video ALL over social media and I kept passing it by. I was like ""idk him and not interested in listening"". I have not one d@mn clue as to the why, but I watched this video for the first time and it is probably one of the most profound, thought provoking, and ... well frankly perfect videos depicting our time that I have ever seen in my life. This is a deep and very correct video!",0
"Now I understand why Jon Stewart chose you. Somehow, he knew. Well done!",0
"Trevor, I've watched this 4 times today. Thank you.",0
I'll never forget him saying I cant breath SIR.while dying he tried to be human to someone unwilling to do the same for him.,0
For the past 3 months I have rewatched this clip again and again for comfort. Trevor can always articulates what I can’t. His explanation of the the stakes we have in the social contract and how different they are based on race... idk it makes me feel less alone in all this. I have nothing but gratitude for him,0
"Perfectly articulated. I know it’s been well-articulated so many, many, many times before but thank god this time - this excellent summary - may be heard in ways it hasn’t and the asleep collective may awaken and begin to heal the traumas perpetrated by systemic injustice resulting in unimaginable horrors day in and day out.",0
I wish I could articulate my thoughts this well. I agree and empathize with every point.,0
Remember this : Everything he says is a lie . EVERYTHING !,0
He’s going to blame the Marines since he always blame everyone but himself,0
"Of course they briefed him, he just ignored it and called it a hoax. Even his people say he doesn't pay attention at the briefings.",0
I'm sure Trump will take the word of Putin over his own intelligence agencies....again,1
Imagine if Obama said he didn't know. He'd be ousted in a second. When it's Trump his supporters just let it slide. HYPOCRITES!!!!,1
He can't say he wasn't briefed merely because he doesn't pay attention to his briefings. Reckless.,0
"“Nobody briefed him” , usually means he didn’t listen. 
Also he NEVER takes responsibility for things happening under his presidency.
Haven’t you all noticed?",0
"For a guy who claims to ""know more than anyone"" on (pick a subject) most issues, he seems to not know anyone or anything at all.",0
"Hes lying, he knows, he wants Russia to help him stay in office, a war will do it",1
Treason,1
Do we want a President who is either so uncaring or uninformed? He didn’t know is not a valid defense,0
"Our military men and women that the American people love so very much for your service, do you see who/what Trump is yet?!!",0
Donnie missed that briefing. He was doing rails of Adderall in the bathroom with Rudy.,0
"I take no responsbility.'

- President Clorox",0
TRE45ON,0
"Trump didn't hear the "" WP ✊🏻!!"" chanting in his retweet?? 🙄 Let's make sure he hears the American people on election day.",0
"The Chosen One knew about it,..and he got his ""cut"" for playing dumb indeed.",0
I can't believe Americans voted for this guy.,0
"He was prolly on his phone, on Twitter",0
I don't believe him. Have we seen his birth certificate? Maybe born in Russia 😂,0
"Weather he didn't know or didn't care, his incompetence resulted in murder. He should be held accountable.",0
It’s already been said by his Cabinet members that he does not read daily briefings. He gets bored by them.,0
"When has he EVER told the truth, particularly when he needs to cya? He's lying now, and whoever briefed him needs to come forward.",0
This has to be the most uninformed president in the history of presidents. 😒😒😒,0
PUTIN'S PUPPET,0
I only have one word. “TREASON”....,0
Phat Donnie would ask for his cut of the $.,0
The white power vid was used as a distraction. THE GOOD NEWS IS THAT EVERYBODY KNOWS HE'S LYING 🤥,0
He’s lucky McCain isn’t alive. 😡 RIP John,1
Listen closely and you can hear trump say “there you go!” At the very end,0
""" Nobody told me.."" Sure, that's believable. Does the buck stop anywhere in the vicinity of the White House?",0
I’m done with the excuses. If I used this much excuses at my job I would have been terminated a long time ago.,0
"Yeah, right! Totally in the dark, he claims, as always.. 🤔",0
Agent Orange in the toilet 🚽,0
"I AM SO SICK OF THE LIES!!!! Please, dear God, end this destruction in November!",0
"So Now that he knows, what’s he going to do about it ??",0
"Trump is disgusting at this point, is he even the president at this point???",0
I wonder how big the bounty on his head is.,0
"Trump was briefed on this, it did happen, and he is either lying or incompetent. Pick one.",0
I wish fox news knew about this story. Everyday for years they bengazjied us to death.,0
"Trump hasn't heard it from Fox News.
So technically, he wasn't briefed.",0
"""They don't know what their doing no more.""
-SEEN",0
Just waiting for him to come out wearing a swastika on is arm,0
"If you’re in the military, or family, and friends of the military, check on your pledge and allegiance. VOTE for your life, your husband, child, relatives and friends for goodness sake! This man is an abomination!",0
"This is such a great, modern third world country ain't it~~
USA! USA! USA!",0
This just makes me really sad that they play with the life of our soldier's this way they all knew but decided to take no action,0
"When you used russian money, and dummies in the usa putted you potus, this is what we had...trump for jail soon....he is golfing my god.",0
"I love how as long as he blame others, he thinks he is Scot-free from responsibility.",0
""" nobody briefed me "" exactly!!!",0
"Trum supporter: _""So what?""_",0
"“Putin said he didn’t do it, and I bigly believe everything he beautifully said, ok?” 🤷‍♂️",1
"He didn’t know, he didn’t hear. Now watch this drive!!",0
"I can not tell a lie” George Washington “
I can not tell the truth “Donald trump “
I can not tell the difference “replublican senators “",1
Trump needs to resign.,0
"""didnt brief me"" - yeah you were busy looking @ the mirror or golfing or bunkering

go scould your handler in the FSB for blindsighting you.",0
"Russians ? “ I don’t know them , but I’ve heard they’re nice people though “
trump",0
Just like he said nobody briefed him on coronavirus 🤔,1
Trump plays golf.. while his people die from covid-19. Unbelievable.,1
He was too busy doing more important things like watching TV and twitter?,0
Can anyone imagine if this happened to Obama ?,1
"He knew, of course he knew. He is just covering for his bum buddy💯",0
"What a baby. ""No one told me."" ""I didn't hear it."" I drive a school bus. The kids on my bus are more responsible than him.",0
For people who are going to vote for Trump.... you are not American!,0
"""I didn't care enough to listen"" = ""I haven't been briefed""",0
"Nazism again and a possible World War 3.

This is crazy on US soil especially.

No white power, this is wrong. This madness needs to stop.",0
"DENYING HE WAS BRIEFED, WOW. UNBELIEVABLE. WH IS INFILTRATED WITH PUTIN’S MEN.",0
"""I'm the War Time President""
Trump
So, it's safe to assume you knew about Russia.",0
pretty sure the racism is to distract from alleged treason,0
"Remember that phrase from Nixon. "" I have no recollection of that "". Exactly!!!!!",0
"The second he opens his mouth, the lie begins🤣",0
"""I wasn't briefed"", ""I didn't hear that"", ""I'm not involved"", Complete denial and blame shifting is all that comes from the WH nowadays.",0
"""I don't take responsibility at all"" - Donald Trump, Friday March 13, 2020.",0
"All you Dorothy's out there clicking your heels together three times and crying, 'Fake News', to make it go away LOL.",0
He was playing gulf that’s wye,1
"So, Trump isn’t paying attention or looking after troops",0
Weird..... i remember telling my dad the taliban had bounties on us when I was in Afghanistan in 2009.,1
"I come on these videos everyday... Everyday it's something! Everyday!!
Why?? Every single day it's something stupid and dumb and bizarre with this guy!
And this is coming from the world guys! Canadian here and everyday it's wtf....",0
"When he is cornered, Donald just lies like a12 year old. Bunker boy, bone spurs is just a coward.",0
Just how much do we have to take of this,0
"I smell a rat, when he denies you know he is lying",0
"It's always, nobody briefed me on it or, I don't know them or sorry there are a lot of photos taken of me with people i don't know.",0
"AT THE END OF THE DAY YOU TAKE THE FALL YOU'RE THE "" PRESIDENT "" BE PRESIDENTIAL!!!",0
"vlad has bent me over the best tables, I tell you......the best!..............I love him",0
When the guy says he doesn’t know $hit...I actually believe that he really doesn’t know $hit.,0
"""Someone"" wants a war.",1
"It's very concerning that this president is so out of touch, where's the leadership?",0
He always says he wasn’t briefed every time what a freak he is .,0
"Oh, please!🙄 Of course he knew! He needs to go back in his bunker until he’s voted out of office! I can’t wait to see his demise!",0
"🤭 Having brain the size of a peanut, but pretending to be a genius....",0
"🤔 can we vote already am so tired of the death tolls, the excuses and apologies.",0
"Members of the armed forces: Is this Trump's idea of his 2016 promise to ""support the troops?""",0
"Hahahahahahahah, the Know Nothing President.",0
0:33. Wow what's with her crazy eyebrows?,0
Gee I thought we were friends with the Taliban . Especially after a saw lone survivor,1
"""Bone spurs! aaaaah!""",0
Yeah just like no1 briefed him about COVID-19.,0
"""Hey, I'm just the President of the United States; what do you want me to do about it?""",0
"Golfing again, what a surprise!",0
"He also said he wasn't briefed about the threat of covid-19, but we find out he was several times.",0
I suspect less spys will come forward on InTel infol and will put the spy in danger.,0
Just another lie he knew he said what's a few soldiers. He's a failure and a narcissist coward,0
trump work for russia to creat subversion.,0
Nice to see some effort being put into lies again. Good job.,0
"No, never heard of Stormy Daniels.
David Dennison who?",1
"""anounymous source""... let me guss, from Ron Vara, right?",0
"""Hey Russia if you're listening"" do a JFK on bunker boy!!!
LOLROG 
Of course YOU WERE BRIEFED!!! who do you really think is BELIEVING you NOBODY out here!!!",0
We need to put Adults back in the White House.,0
Liar liar!!! Pants on fire 🔥!,0
He was in the dark AGAIN? 🤣,0
then the 'best of people' should really have done it!,0
Imagen that!!! Ask Bernie Russia talks to him on speed dial!!!!,1
"trump: ""i was totally kept in the dark about this...everybody knows i can't read"".",0
It was part of the daily briefings he chooses to skip in the mornings.,0
What ever happened to this story? I've heard nothing more about it.,0
This is the most tweetiest President ever seen I’m going to call him Tweetle D tweetle dump Smh @ you Mr. Trump,0
"Oh my sweet lord,can he stop lying ever?",0
He'll take this one to the grave,0
"Briefing or no briefing, the real issue is: being a selective listener, will he or would he listen and act on it?",0
He knew about Russia and he heard the chants. Smh so sad. 😞,0
Smh.. we live in the twilight zone!!,0
"Our president is deaf at often 
It's an ill that when there's something happens what he like even if it was wrong he'd make it semblance",0
Ummmmm your not supposed to be briefed your supposed to already know from talking to world leaders because your the president smh,0
No one briefed me or that's fake? Sounds like it was real,0
We all will eventually find out who knew what when. Vote accordingly.,0
Welcome to the bengin,0
Trump should keep posting so we can see his true self and not the one pretending to be President.,0
Lair 😞😞😞,0
WW3,0
"Where's the Sgt Schultz meme when you need it? You know.... the Nazi from Hogan's Heroes that used to say ""I know NOTHING!!""",0
There he goes again: lying.,0
"If he says it, you can be sure it is a lie. Putin has something on him.",0
Nacy pelosi said its a beautiful sight to behold. Congratulation.,1
"This is how a war starts people need to know, how many times do people have to defend this person, have some moral",0
"""Corrupt Joe is shot?"" WHAT THE DOES THAT MEAN to White Power fanatics?",1
he seems a little too hard of hearing to be POTUS,0
"Ya, it's not like he is the president or anything..",0
"""A lie can travel around the world and back again, while the truth is still lacing up its shoes.""",0
treason,1
Lol @ anyone still thinking crazy nancy @ her Russia obsession is credible.,0
He's the biggest liar to have ever lived,0
Is he not the “president” ???😂😂😂 Putin is really the president of the U.S,0
"Liar, liar, hair on fire!",0
TRUMPS guilt when he does this 🙉🙈🙊,0
"0:22 Weird how tweeter chump mis-called it ""attacks by russians"", where it was really a bounty paid by russia and putin. 
He STILL doesn't understand.",0
Racheal madow broke this story 3 days ago. Watch that video,0
"This guy is hollow. Nothing inside, all lies again and again.",0
Oh lord here we go,0
That's awesome,0
With that hearing issue and remembering he is way behind biden in any category to be a president....,0
I haven't seen him this down the polls since he won the election,0
No one briefed Trump because he already FIRED them; gone.,0
This time it's personal.,0
"Another four years for this guy, the US gonna be flaming.",0
Every person in intelligence told this buffoon!,0
"""i take no responsibility"".",0
BUNKER BOY,0
"Is there an honest news outlet that exists anymore?
NO!!!",0
They didn't brief him for a reason. I'm sure they saw it as a lost cause,0
I think about this as a veteran. I am beyond hot anger. I am ice cold furious.,0
Just heard more 3 syllable words than DJT used in a lifetime,0
I thought it was called Treason?,0
What war did you ever oppose Joe?,1
"So, he didn't get the briefing, and he did not hear the sentence white power. So, what exactly does he do in the oval office all day?",0
He wants a Moscow Hotel. The American people don't matter to him! It's always been just about him. Wake up America!,0
The Republican Senators are complicit in how we are handling the issues with Russia!!!,0
"VP: "" LOGAN ACT"".",0
"*Russia's Greatest Weapons:* ""Useful Idiots"" in powerful offices by coercion and kompromats.",0
"Trump wants to bring all the troops home from the Middle East.
Thank you for providing support for this",0
BunkerBoy and putin are attacking our country from INSIDE 🗣️,0
"Saddam Hussein is developing weapons of mass destruction.
Al Qaeda is in Iraq.
Russia is about to take over the entire Ukraine.
Facebook ads are election interference (as opposed to invading other countries and murdering their leaders)

Anyone who believes this latest obvious farce is a warmongering window-licker.",1
How about bring our Troops Home from Afghanistan and end the war,0
WTF!!!! If this is true this is treason. I served 3 tours and still feel the effects of injuries to this day.,0
Biden loves China shaking hands with the leader China has our factories and medication etc so wise up,1
"I'm a veteran also, and if this true and Trump knew about it for months and looked the other way, my god Trump's the Commander And Chief, SHOULD BE TRIED FOR TREASON, just like Benidic Arnold",0
The New York Times ?? LMFAO !!,0
Lol like he didnt know about this already before the article,0
I wonder if something happened in march that took over all discussion,0
"Notice how he preference his response by saying, ""If what the NYT reported is true....""",0
I'm a veteran. This isn't the first time. Remember those headaches that was brain trauma. Inept and criminal.,0
"Way to deflect from China, Joe. So disingenuous! Is his mind so gone that he forgets that he's been in Congress for almost 40 years and was VP for 8 years and did nothing? And ya think he's gonna do what he says? ha ha",1
Assuming the times was accurate 🤣,0
"Joe, go back to hiding. you are good at that",1
Good scary movie we loved to be scared dems 🤣🤣 thanks👌🏿,0
"You’d be , commander in briefs! Forget you’re in your underwear!",0
"Says who, what intelligence briefing have you received?",0
"Hey Gabby, You're looking good, what a come back!",0
"Do you even know where you’re at? Not 1920, it’s 2020 fool!",0
Flush the Turd- 2020,0
show us your confirmed proof,0
"""I have a dream""-JB",0
""" american exceptionalism doesn't work in russia"".!!!",0
