Tweet,Label
"Military times wrote about the number of insider attacks in 2019 and 2020. And at the same time America Blamed Pakistan for all of the issues in Afghanistan, No doubt it was extortion like They did with the Ukraine.",1
"When were Troops pulled out of Syria, abandoning the Kurds? Does it line up with the multiple Erdogan calls reported? Doubt it's only Russia Trump's in bed with.",1
There is no evidence to support that bogus story.,0
You've been silent for 8 years watching #iran occupy four arab countries for crying out loud  and supporting terrorist organizations and financing them what have you done??  U support iran that is supported by Russians?? Do you know that ??,1
"When the veterans approached Duckworth about healthcare she didn't take up their cause, she turned her back on them.  Tammy feigns righteous concern for our military.",1
"""The DoD continues to evaluate intelligence that Russian GRU operatives were engaged in malign activity against United States and coalition forces in Afghanistan,"" the Pentagon said.
""DoD has no corroborating evidence to validate the recent allegations.""",0
"About the 'bounty story,' CAN YOU CONFIRM IT IS TRUE?

Why would anybody comment on a false story?

What is to be gained?",0
"“VP Joe Biden used
upwards of $1 BIL of US govt. loan guarantees in
a bribery coercion scheme to threaten the Ukraine president
to terminate the Prosecutor General who was investigating the corrupt practices of Burisma Holdings & the involvement of board director Hunter Biden.”",1
"Yeah, but but but Benghazi!",1
He makes Benedict Arnold look like a patriot,0
But let's keep hearing about Benghazi...  ,1
It's so hard to keep up with Trump failure. It's either the mass death from covid or US troop deaths from Russian bounties. Or how big the deficit is now. Or the unemployment rate. Or how many times Trump golf's. #TreasonousTrump,0
BUT BENGHAZI!,1
"BUT HER EMAILS, Scott.",1
What about Benghazi?,1
I hope there's Benghazi style hearings for this!,1
And the pearl clutching Benghazi GOP are all silent ..,1
I hope the family of the slain hero is told the truth about how their child was murdered for a bounty.  This is reprehensible and America cannot stand by and let it go unpunished.,0
"That a human life should be lost abroad under such circumstances is a great sadness. That 125,000 American lives have been lost to the pandemic on our own homeland is an abomination. That the same leader is behind both is a monumental indictment of him and his enablers.",0
Wait the devastating Russian cyberattack on the Dakotas power grid in winter wasn't? Losing track of made-up shit Maddow's covered.,1
"And she's had to cover a lot of disturbing stories in the past few years. 
I still remember her trying not to cry when she reported on the bus filled with infant seats for the immigrant babies being stolen from their parents to be locked up far away  from them. 😥",0
"She'd say anything to breed fear and higher ratings. As a journalist, she is beneath contempt.",0
"@maddow
 wants war..  she does not want the US to pull out of Afghanistan or Syria.  she is blood thirsty.  she makes million on reporting on  false cold war",0
"I don’t know how she’s still on the air after being wrong on Russia collusion, Christopher Steele, Michael Flynn, & Carter Paige. She literally had her sales pitch on all. Was wrong every time.",0
"Good, because Madcow is disturbing. IF THE STORY IS REAL, it started during her boyfriend's (Hussein) playtime, 
https://thedailybeast.com/russian-bounties-for-killing-americans-go-back-five-years-ex-taliban-claims?ref=home&via=twitter_page
“The Taliban have been paid by Russian intelligence for attacks on U.S. forces—and on ISIS forces—in Afghanistan from 2014 up to the present.”",0
This Russian bounty story is almost as bad as the proven story of the US arming ISIS in Syria.    https://newsweek.com/how-isis-got-weapons-us-used-them-take-iraq-syria-748468,0
1932-1933?..😢About time...😮‍💨was the president of Russia Putin back then too?,0
"That ""genocide"" was caused by your Georgian friends, right?
Or are you again going to blame Russians?",0
"Will Ukraine recognize the Massacres of Poles in Volhynia and Eastern Galicia by Ukrainians?

Or the Ukranian collaboration with Nazis to execute Jews during the Holocaust in Ukraine?",1
Who started the war in 2014 ?,1
"During the Second World War the Ukrainians collaborated with the Nazis, and they massacred the Poles (#Volhynia and Eastern #Galicia) and the Jews (#BabiYar), we must not forget this chapter of history !",1
"How would you explain famine in Northern Caucasus, Volga Region, Kazakhstan, the South Urals, West Siberia and western Ukraine which was a part of Poland at the same time? Genocide of Ukrainians too?",1
When will you recognize the events in Volhynia as genocide of Poles and Jews?,1
"Will you withdraw troops from Bakhmut,  like Mariupol, after the Eurovision Song Contest 2023?",0
When will #Ukraine recognize the #ArmenianGenocide of 1915 ? I think it is high time for Ukraine to make the move and join the civilized world in that matter.,1
"As a Belgian, negotiate instead of letting your poor soldiers die on the front!",0
Hey ! You again here ?? How much you want now ???? Kindly write amount and reason for the same like - Wife need shopping for new collection etc. 👍,0
"What about you're starting to treat Romanians, who are living in Ukraine, with more respect? What about looking after that diaspora? What do you say 
@ZelenskyyUa
 ? We, Romanians, supported Ukraine in this war, we are still supporting it and helped so many Ukrainians. Be mindful.",1
What was that 1932 famine called in Kazakhstan?,1
"How do you explain the bombing of the ethnic Russians in the Donbas area by the Azov militia and other Ukraine armed forces. 15,000 dead since 2014. Every dog has their day and yours isn't too far away...",1
"So called holodrom was nothing compare with the crime against humanity and ethnic cleansing Belgian King Leopold II did in Congo last century.
Also the famine in USSR was nothing compare with Irish potato famine generate by English that killed and displaced millions.",1
Russia is not kidnapping children or forcibly deporting anyone.  Zelensky is a lying coward who is sacrificing his own people and making up crap to fuel this because he's afraid of the Nazis he surrounds himself with and afraid of what happens when the US is done with him.,0
Nordstream...,1
"We have auto-translator. Could you as the head of your state, use your national language and stand for your own citizens please?",0
How are you planning on holding anyone accountable? You're losing the war. You should surrender already so the needless bloodshed can stop.,0
"Good morning Mr Zelensky.
I have got just a question for you.
How is it going the battle of Soledar?
Did you win in the end?",0
Why don't you go negotiate peace with the neighbors  And end the war caused by America,0
"BS
What about your Ukrops kidnapping 85 children from Mariupol before it was liberated & sent them to Spain?",1
You’re kidnapping your own citizens off the street.  Sending boys as young as 16 to die…perhaps even younger.,1
"I did a search of UNITED24 media. This site is the official 'fundraising platform' for Ukraine! Then I looked for this Russia-child-kidnapping story...can't find it anywhere on their site. 
The claims in this story are impossible to corroborate or validate = PROPAGANDA",0
"You're full of 💩 coke head Nazi
Your Nazi associates have raped tortured & murdered children & women since 2014
Here's what Poroshenko said n 2015
https://youtube.com/watch?v=aHWHqj8g7Bk&list=TLPQMTUwMjIwMjPPpO9pwRVm3w&index=4
Poroshenko: ""Their children will hole up in the basements - this is how we win the war!"" [ENG SUBS]",1
Propaganda puppet Zelensky! Putin literally i the only one telling the truth and you sir are a mere bank teller for the billions being laundered through your corrupt country! People of Ukraine deserve much better than you. Fraud !!!,0
9 years ago the terrorist state bought a bunch of corrupt officials in Ukraine and couped a president to install a Nazi friendly regime that promised peace but provoked war and then tried to make it global.,0
"If Russia wanted to cause a Nuclear Catastrophe in Europe they would already have done it. You are an absolute liar. YOU are the one with the ""Nuclear Fetish,"" Mr Zelenskyy. YOU. Not Russia. It's YOU.",0
"And you grant names to your military brigades from the 3rd Reich 's Wehrmacht ,such as ""Edelweiss"" . Maybe there are actually Natzis in Ukraine?",1
"It's pretty widely known that it was the Ukrainians who fired on that power plant, unless you believe that the Russians were firing on it while it was in their territory.  But I understand that the logical demands of propaganda are mighty.",0
"You said They took the nuclear power plant hostage , 
And you also said they fired at the same plant they took hostage ,
Why would they fire at what they're in control of",0
"Why didn't you stick to the Minsk Agreement. Serious question. Should be very easy to answer. Any language you like.
Go!",0
"President Zelenesky,
You extended your warm congratulations to Bola Ahmed Tinubu 4 the success in d just just concluded Presidential election in Nigeria even tho substantial evidence shows the election was nt free and fair. Would u say did that out of obligation ?",1
Winning Armies don't send their kids to War!,0
What’s it like being a billionaire war lord?,0
"What are your relations with Ihor Kolomoisky(Pandora papers) , Hunter Biden, Vidman etc etc etc?",1
Russians built that nuclear plant.. it's technically theirs 😉,0
How much did your wife spend shopping this week?,1
After congratulating BAT for his rigged election in Nigeria I don't think whatever you are tweeting is true.,1
"If Russia took the nuclear plant, why on earth would it fire on it??? Also, why would Russia risk a nuclear disaster on a land it considers its own? In fact, as I remember it, it was Ukraine who was firing at the plant.",0
If we Nigerians congratulate Putin on this how would you feel? Instead of you to monitor the situation in Nigeria rather you went ahead to congratulate someone that they rig election for. You better take down that your post of congratulations.,1
"What's your plan?
Aside from funneling American tax payers money to you, and then laundered back into our politicians pockets.
Maybe meet with Putin and discuss the situation like a leader should. Instead of having staged meetings with American Actors... 
how about it? Get a plan",0
"First of all, the question should be asked: How much money did Ukraine owe to Russia, and then comment on everything else.",0
"Would it be possible to give Zaporizhzhia NPP to EU or NATO until Russia has been defeated?
That gives EU a reason and even obligation to protect it.",0
What a joke 😂 Ukraine has been caught countless times recklessly shelling the NPP. Even when foreign observers and NGOs were present!,0
"What happened to the 14,000 ethnic Russians from the Donbas region?",1
You're not getting any more money Twinkle Toes!,0
"Then it should be your responsibility as a leader as a president that will do anything it takes for his people not to get hurt. But I guess you didn't get the memo president 
@ZelenskyyUa
 You're constantly in other countries doing meetings. Your people are dying right? Where are the peace deals?",0
"How much has Joe agreed to pay you in silence 
What are you offering Joe in return",0
"Ukraine is heavily shelling Donbass.

Why didn't you mention this?",1
Ukraine has been killing Eastern Ukrainians for 9 years. What's this talk of aggression?,1
"Ukraine has been waging war against Donbas for 8 years, destroying cities and killing people.",1
"What about the biolabs in Ukraine? That's why Putin is invaded you 
@ZelenskyyUa",1
"#ukraine has been waging a war against east 🇺🇦 (#donbass #donetsk) and doing pogroms against 🇷🇺☦️ for almost 9 years, destroying cities, killing people. Can art be outside politics? Not when it is a policy of aggression. In that case art cannot be neutral.",1
"Why don’t you mention why Putin is provoked? Tell ‘em about the violation of the Minsk agreement, the bioweapons labs in Ukraine, the expansion of nato, and the genocide of Hungarians, Romanians and ethnic Russians in the Donbas region by the Nazis.",1
43 biolabs laundering money for Biden and pelosi adrenochrome and drug trafficking weapons traffic in killing your own people you invited nato in you changed all the rules that was set a long time ago,1
"As nazis did in the past: burn books, steal art, ostracize culture.",1
"I am definitely not a supporter of this war. But I'm not a fan of yours either 
@ZelenskyyUa
. You are an actor and a cokehead. Why do you allow Ukrainians to kill Eastern Ukrainians? You owe an answer",1
There are in the order of 72 active wars currently underway. Is the plan to decide who is right and who is wrong and ban one side or the other from taking part?,1
Should we ban US athletes every time they invade a country? 🤡,1
Show us some receipts - and I don’t mean the ones for your mansions and wife’s shopping trips,1
The Sodom and Gomorrah Empire was permitted to participate in Athens 04 and Beijing 08 Olympics while they were committing horrific crimes in Iraq and Afghanistan 🤷,1
How about USA's athletes?,1
You sold Ukrainian land to Black stone or was it Black rock 🪨... don’t pretend that you care about people oh please 🙄,1
"Peoples know what did you do since 2014...
#ZelenskyWarCriminal",1
"Remember when your supporters burned down a building in Odessa with ethnic Russians inside and cheered as they burned alive? 

I do",1
"an idea:

how bout an actual investigation of your pet Nazis at Maidan & the Odessa Trade Union Building murders in 2014, huh?  

or cough up names & autopsies of those civilians the UAF murdered in Bucha. 

you say a lot of words, but never bring receipts.",1
What about murders you carried out in donbass from 2014?,1
Have You sent condolences for families of two Polish farmers killed by Your missile in Poland?,1
Who will bring Azov batallion to justice,1
So Car Bomb attack on Daria Dugina was not terror attack?,1
Why are you still attacking hospitals in Donbas?,1
"9 years ago, kiev began a horrific terrorist attack on Donbass. Russia won't allow this crime to be forgotten, they remember every kids, woman and man killed by the Ukranian and Russia are working to punish all those responsible for their deaths.  Justice for the ppl of Donbass",1
You mean the warriors you forced to fight with a draft? The warriors you leave behind to fight as you go party at awards shows in Hollywood? The warriors you send to fight as you drive around Kyiv in a $100k Porsche? The warriors starving as you get fat? Those warriors?,1
"If you're worried about war crimes by the other side, when your own side has overt Nazis throughout their military.",1
Did the Azov Battalion decline to participate in this video?,1
"Does the Azov Regiment honor those victims too, or did they get a special exemption from this?",1
The irony of this guy commemorating the Holocaust while his military is infested and led by nazi loyalists.,1
"Why don't you want peace?  Oh ya, the Porsches, trips to spain, an oscar and millions of dollars in fraud.  #ZelenskyyWarCriminal",1
I’m assuming the Azov Battalion were too busy hailing Hitler to be in this video right?,1
From what i read one of the people giving evidence cried over what he saw. The lack of fair and partial judgement being equal is real,0
"Sad, But true. And now it's time 4 us 2 Elect Change. 1st, We MUST STOP using trump & Congressional Republicans HATE Politics.
2nd, We MUST Elect people 2 Congress who R NOT Afraid 2 HOLD trump & Congressional Republicans ACCOUNTABLE 4 their  TREASONOUS HIGH CRIMES,begun in 2009",0
"Wonder who was in charge during those charges, attorney generals, prosecutors,judges ...sometimes these injustices happens because people in power are corrupt and taking advantage of their position. They usually have a history of usual decisions because they aren’t working for us",0
"That’s nothing. What about the bankers, Obama, Bush and Clinton and wall street and other criminals?People vote and salute and use their products and services like sheep. People made their bed more like it.",1
A black man arrested for the same crime with the same criminal record will get a slightly less severe sentence than a white man according to Obama doj statistics.  Unarmed whites are per capita and interaction more likely to get shot by cops. Behavior matters.,0
"Are we forgetting how Epstein got 18 months in jail, but was out in 13 as per his sweetheart deal? Oh and not to mention the dozens of minors he abused and trafficked all over the world in the course of years? The court made a white pedo look like a normal dude",0
If white privilege exists then why is the same thing happening to several other colors of skin? It's not about what color their skin is it matters on if they follow the law or not. Pull up your pants and accept the reality that just because of the color if your skin doesn't...,1
The one that pisses me off is about Ethan Couch who killed FOUR people because he was driving drunk and he got a light sentence because had “Affluenza” aka he grew up too rich to understand right from wrong. White privilege is real.,0
"Let us not forget that this systemic injustice is still around in our country today. Albert Wilson of Lawrence, Kansas got sentenced to 12+ years in prison for a “he-said she-said” rape over a white female. No semen, no evidence, just her word versus his. 😔🙏🏻",0
Remember when oj Simpson killed somebody and didn't go to jail it's all about money rich ppl get whatever they want no matter the color,0
"Paul Manafort hid $12 million from the IRS in blood money raided from the Ukrainian treasury given to him by his autocratic client, and he got a Get Out of Jail Free Card from Trump after serving less than half of his sentence.",0
Dylann Roof killed 9 people! Yet he’s still alive. Yeah white privilege is definitely real,0
Makes me think of that imprisoned black man  who’s been serving a life sentence since the 1980s for having stolen $9.,0
"If white privilage doesnt exist, then how did Brock Turner serve 3 months? How did Dylan Roof, after killing 9 people, get a bullet proof vest and a meal after getting arrested.
Why did those 2 white men get such but George Floyd get strangled while he said he couldnt breathe?",0
What about the Afluneza kid. Killed 4 people and the judge had to say something nice about him.,1
Comparing a ridiculously lenient prison sentence to the murder of a relatively innocent victim at the hands of a heavy handed cop and screaming “white privilege” is typical of what is happening at the moment. You realise you’re diluting the issue with these absurd comparisons.,0
"It's not *just* white privilege, it's also wealth privilege.",0
Brock did not rape he ”fingered” during a drunken encounter and the judge followed sentencing guidelines. If you  don't like the law go  to California and change it. #FactCheck #FactsMatter,1
"That’s comparing apple too oranges though. You don’t know if george floyd would’ve gotten sentenced too jail or not, so mentioning the time reduction is irrelevant. Plus cops are people and like people not everyone does thing properly like what happen too george floyd.",0
So Brock Turner represents all white people. Racism on steroids.,0
"White privilege is your excuse to undermine the seriousness of criminals. 
George Floyd died because he was a criminal, being held down on his neck by a criminal cop. Doesn’t matter the color you racist. 
https://google.com/amp/s/www.mercurynews.com/2020/03/10/police-recording-california-killings-defendant-cites-racism/amp/

https://google.com/amp/s/www.mercurynews.com/2020/03/10/police-recording-california-killings-defendant-cites-racism/amp/

https://google.com/amp/s/www.chicagotribune.com/news/breaking/ct-met-facebook-live-hate-crime-20180712-story.html%3foutputType=amp",0
Black cops are significantly more likely to shoot a black man than a white cop per capita.  And while a white man is most likely to die from an accident a black man is most likely to die by another black man.  But of course this is all about evil white men somehow. Yes douche cop,1
How many black convicts were let out of jail early because of covid.,1
They will.  Now how about you get your constituents to stop rioting?,1
This needs to start at the top too. In police academy they need to train them against racism.,0
"No, he wasn't.

George Floyd died because of his own actions and inability to properly  handle police interactions.

He wasn't ""murdered"". He died as a result of poor health and lifestyle choices (see coroner's report).

What the cop did was wrong, however, he was not 'murdered'",0
Why didn’t you hold cops accountable in California?,1
You didn’t say that when Mitrice Richardson was murdered by police. https://latimes.com/local/lanow/la-me-ln-mitrice-richardson-closed-20170202-story.html,1
So all due process and blind justice is out the window? Let's wait to see all the facts and what happens at trial.,0
"That's exactly right, they stood by whilst a man was murdered.",0
"Agree 

So should the rioters who have also, murdered people. 

Both are crimes.",0
"
Thank you. Now do the officer involved murders in California.",1
"Where was this energy when you were declining to prosecute murderous cops in California? ""Harris also rejected pleas by civil rights activists to investigate deadly police shootings of young black men in Los Angeles and San Francisco.""",1
You also need to be held accountable for Black people you imprisoned who were innocent,1
"Why did you think otherwise when it was within your power to make those decisions to hold police accountable?

What changed Kamala Harris? Besides your ambition?

https://latimes.com/politics/story/2019-08-05/kamala-harris-police-shootings-black-lives-matter",1
"When you were DA and later AG, you did not hold killer please officers accountable. Are you back to dirty prosecutor who falsified a confession. You were supposed to state wide body cameras. Just stop.",1
Just like every protestor should be held liable for the shop owners and civilians who have been savagely beaten ?,1
Yep. They will and who will be held accountable for the rioting? Who will rebuild the cities destroyed? I say let the cities fend for themselves with no Federal assistance. Many Democrats are on the wrong side.,1
I’m old enough to remember when Trump invited the Taliban to Camp David.,1
"You're a high school dropout, reported former call-girl, married a guy who was arrested for exposing his genitals to children, and a grandmother at 36.  

Nobody believes that you understand what you're talking about!",0
"I'm old enough to remember when Boebert did acts of treason against the United States of America, when she helped Trump to lead the Jan. 6th insurrection!",0
And you still have not impeached him.,0
"I remember Trump letting 5,000 Taliban out of jail in Afghanistan",1
"Lauren, I'm old enough to remember when you decided to stay with a man who displayed his adult genitals to underage girls. 

This means I'm old enough to also remember that this fact means you support the sexual exploitation and sexual abuse of minors",1
Yeah? Well I'm old enough to remember that Donald Trump was responsible for killing 1.1M Americans because he was too narcissistic to wear a mask and was angry that people liked Dr. Fauci more than him and so he told people to drink bleach and lied to everyone about the pandemic.…,1
Not by mistake......armed our enemies.....as he depletes American Arms and Military prowess......we keep sliding down the pole.....,0
"#trump made deal with #Afghanistan to release 5000 #taliban fighters and drew down #USA troops in a VERY quick manner that left equipment behind AFTER he lost the election

This was NOT a #JoeBiden failure, this was #trump sabotaging him",0
I think the federal reserve led by Trump appointee Powell is also trying to sabotage President Biden by constantly raising interest rates,0
Trump got MBS and Putin to cut oil supplies to help oil companies,0
"Given what we know of the Republican party and interference with Jimmy Carter, it actually makes more sense",0
Did it surprise anyone when Obama swapped five Taliban terrorists for an Army deserter?,1
"This as opposed to the Trump which left him in prison for 2 years, didn’t get him or fellow veteran Trevor Reed out and made a deal with the Taliban to let thousands of hardened fighters back on to the battlefield, many of which are now senior leaders in the Taliban Government",1
He was not a Marine. He was drummed out after a criminal conviction following a court marshall. He was a clerk when he was active.,1
It surprises me more than trump leaving that same marine behind. Trump did nothing for 2 years.,0
"This man had a bad conduct discharge. He faced court martial and was convicted. Still, negotiations are ongoing. All this disinformation does is hurt the Whelan family",0
He wasn’t a marine. He was dishonorably discharged. And trump left him behind - wouldn’t make a deal for his release per John Bolton.,0
What did the previous administration do to help the marine?,1
"Uh, if you bothered to/ were competent to check actual history ( not your fantasies) you would find that Trump initiated Afghanistan pull out.",1
"What did trump do for the two years that Marine was jailed by his friend Putin? Trump never even mentioned his name.

Trump released 5,000 Taliban for zero marines.",1
Why didn't dRumph bring him home?,1
What about the 13 Marines and soldiers whom Trump murdered in Afghanistan?,1
Doesn't surprise me at all,0
"You do realize that was Trumps plan, right? 🤦‍♂️",0
Trump abandoned Paul Whelan. Do your fact-checking.,0
Why didn't  Trump get him out...he had the  opportunity  and did nothing...so much for supporting  our troops,0
I was surprised he's that's gone - looks like a China clone to me.,0
"You do realize Trump had two years to try to get Paul Whelan freed, right?

Also Putin refuses to deal on Paul Whelan cuz he was convicted of spying. It was Grier or no one. 

But you don’t care about truth, do you?",0
"No, he’s a Chinese at heart communist!",0
He would j Ave left his mother if he could profit from it.,0
Not in the slightest.  Totally expected.,0
Does it surprise you that Trump tried and FAILED?,0
"The family is choosing not to begrudge her her freedom. “Paul Whelan's brother David called accepting the deal to release Brittney Griner the ""right decision"" rather than ""waiting for one that wasn't going to happen.""  But other statements particularly by the Marine implies (1)
",0
"Dishonorable discharge is NOT a Marine, and Trumpy Dumpty had two years. He released 5000 taliban terrorists instead.",1
So when Trump left him behind in 2018-2020 did you say anything then?,1
Biden got the legit military man back. Trump left the guy you all care so much about now.  Quit pretending,0
Trump left Whelan behind for two years. Passed on an opportunity to get him released. Trump doesn’t give a damn about Paul Whelan,1
"The Marine the Former Guy, Trump, never mentioned once nor did anything for when he was in power but instead saluted Kim Jong, kissed Putins ass and released 5,000 Taliban in returned for NOTHING? Yeah, I think I would take Biden over TFG. TFG only cares for himself.",1
What Marine is he leaving behind? Paul Whelan lost that title a long time ago due to his disgraceful criminal conduct while serving.,0
Nope don’t surprise me at all. Biden sucks!!!,0
"Trump left the same marine behind, no room in your brain for that simple fact ? And , the Afghanistan mess was left in Biden’s lap. I can’t imagine it helped that trump pardoned and released  5000 taliban prisoners.",1
"Kind of like how Trump abandoned an ally and left the Kurds to be slaughtered? Even the American military that was there felt bad for abandoning them, because they fought and died alongside Americans.",1
Wish Biden was left behind.,0
Not one bit. Joes fucked up every decision he's ever made as resident's of the oval office,0
"Dozens of boys on the wrestling team were in crisis when they got molested, but you decided to let your conscience take a vacation.

Why did YOU remain silent?",1
If they gonna spend less tax dollars by not fighting foreign wars and letting foreign countries destroy themselves we should at least get a tax rebate.,0
"Jim Jordan’s been in office 14 years and hasn't passed a single bill.

And he's questioning how hard Joe Biden is working?",1
"Biden is at Camp David working. However TFG played at least 800 rounds of golf in just 4 years. Always at one of his golf clubs, charging our secret service full price to cart around guarding him on his courses. And TFG golfed every time our country was in crisis.",0
"He’s not on vacation, he’s at Camp David. Where are you?",1
What have you done that deserves a salary?,0
In a few weeks Afghanistan will no longer be our problem. That's what the American people want and that will be Biden's legacy,0
"Ohio State in crisis.
Wrestling program in chaos.

Why’s Gym Jordan ignoring the 162 wrestling abuse cases?",1
Where are you right now? I know you're not writing legislation. You don't do that.,1
Where were you when the former president went golfing that one time.,1
"List of good things Jim Jordan had done for his state and the country featured below. 

.
.
.
.
.
.
.
.
.
.
.
.
.",1
You joined in Congress in 2007 and have been on vacation 14 years. Please GFY at your earliest convenience.,1
"Who created crisis in America and Afghanistan at the first place?
Always Republican administration make a mess and later democrat administration has to do the cleanup.",0
Just because he’s in Delaware doesn’t mean he’s not working. Now review 45s endless trips and golf outings,0
"A pandemic is raging, the country’s health system is in crisis. The Rump spent the year 2020 golfing?",1
You never asked that when TFG golfed every weekend,1
Shame on you. You know this is a lie.,0
"America is in crisis.  The republican party is in chaos.  Insurrectionists are running free. 

Why is Gym Jordan still in congress?  He belongs in jail with the other child abusers.",1
Biden is always on vacation🤔,0
"We had a crisis that ran from January of 2017 to January of 2021, but that guy spent one quarter of his time in office on the golf course lining his own pockets with taxpayer money.",1
"America is only in crisis because Republicans refuse to get vaccinated, and too many Republican states are banning mask mandates for in-person school sessions.

Afghanistan is in chaos because their own leadership let them down.

Biden is not on vacation; he is working remotely.",1
What is going on in Ohio. Oh wait your more worried touting Trump then about the state you represent,1
The way you stood by while your wrestlers were abused at Ohio State?,1
You keep forgetting to mention how kids aren’t safe on college campuses because of a**h*les who enable sexual predators.,1
"Joe Biden is at Camp David - not on vacation.
#FireJimJordan",0
"Trump was golfing when Russia overran our bases in Syria when we pulled out....pulling out
something i think you know well",1
"When Trump had Solemani assassinated hoping to provoke war with Iran, he was at Mar-a-lago on VACATION.",1
"Conservatives 2020: Trump is right to pull our troops out of Afghanistan.
Conservatives 2021:  Troops leaving Afghanistan is Biden's fault.",1
All the crisis's that have anything to do with The U.S. the origins can be drawn directly to failed policy by Republican President's George W. Bush and Donald Trump because their policy decisions have effects once they leave office.,0
How many tours to the insurgents did you give?,1
"Can somebody please remind me where Donald Trump was when North Korean missiles were flying over Japan?

I forget where Trump was almost every weekend when America was in the midst of a global pandemic. 

Please. Somebody remind me.",1
You've been on vacation ever since you arrived in Congress.,1
Have you ever brought a bill up to vote on or worked with other members of Congress to get a bill passed Gym? Congratulations on the top vote getter for being the most negative person in Congress! You play your part well Gym.✔️,1
"What crisis do you speak of?  And youcomplaining about a President taking a mini vacation, after your man set a new record on them, and spent more time golfing than any President ever, and thank God it was set in just 4 years.",1
You defended Trump for taking a vacation nearly his entire presidency,1
Clearly you haven't been paying attention.,0
Once again….. complaining with no solution. You must have no clue what ‘leadership’ really means,0
Vacation??? He's at Camp David.,0
He’s not on vacation… he’s taking medication and getting some ice cream 😂😂😂,0
I really REALLY hate today. Wtf is wrong with this country?  We should be celebrating this. Cheering and celebrating our troops coming home. We have been there for over 20 years for NOTHING. Why are people mad? Ugggghhhhhh so frustrating.,0
"Well now we have 4 marines dead. 
https://wsj.com/articles/afghanistan-kabul-airport-explosion-11629976397",0
"Is it good? Is the Taliban flag on the US embassy okay with you? We all focus on Biden vs Trump vs Bush…blah, blah. The rest of the world just sees a United States humiliation and draws conclusions.",0
I guess you have no feelings for all the innocent young afghan girls who will be suffering for the rest of their life.,0
"Sadly we hear little from the media that Trump/Pompeo negotiated the U.S. withdrawal, wanted the Taliban at Camp David and pardoned the soon-to-be Afghan leader who was in prison! I guess it’s because Trump had a bottomless amount of ineptitude.",1
How many Americans died in red states over the past few weeks?,1
"Trump’s long con for 2024:
Rewrite history by pretending he didn’t fail at Covid, crash the economy, surrender Afghanistan, incite insurrection—and actually won. He’s just the same old filthy lying traitor and fraud and propagandist who never built the wall Mexico never paid for.",1
The ones trump invited for a sleepover at Camp David?,1
"Nice big fake tears Marjorie.
Look who wanted to win end dine them at Camp David",1
"And yet you stood on stage and praised the man responsible.
How quickly we forget it was Trump's deadline that created the problem.  Let's also never forget it was Bush's incompetence that allowed Bin Laden to escape in Tora Bora and his lies that got us into Iraq.",1
"GOP started the Afghanistan war.

Biden ended it.

Marj, you gave 1.4 trillion dollars in tax breaks to the rich and corporations.

Please point to the section of the graph that shows the GOP to be the fiscally responsible party.

Lastly, why did you ask for a pardon?",1
"I'm more concerned that Biden negotiated a withdrawal with the Taliban without consulting the Afghan government, invited them to Camp David,  and released  5000 terrorists.  Oh wait... was that Biden?",1
"Speaking of betrayal, is your husband still upset that you allegedly committed adultery with multiple men?",1
Not as big a gift as when Trump released thousands of Taliban from prison.,1
Marjorie Taylor Greene has Russian investments which is why she is backing Putin in Russian invasion into Ukraine,1
U do remember yr boy DJT invited the Taliban  to Camp David,1
Milley belongs behind bars. “Bagram AFB is of no strategic significance” - Milley. It’s 300 miles from China 🇨🇳 & 500 from Iran 🇮🇷 . This is a massive crime against our country & military.,1
"Love, trump brokered the withdrawal",1
"I'm old enough to remember that Donald Trump set the terms of the Afghanistan withdrawal 
@RepMTG
 
@mtgreenee


According to General Kenneth F. McKenzie Jr., commander of U.S. Central Command, NO military assets were left operable for the Taliban.
READ.
👇👇👇👇👇👇",1
"Republicans: Joe Biden ate chocolate ice cream today! 

Also Republicans: Biden should be impeached.",1
"Trump who had the time to bring the equipment home with the troops, boasted that he left President Biden in a position that he had to withdraw quickly. But of course you don’t blame Trump who freed 5,000 Taliban from jail and who handed Afghanistan to the Taliban.",1
"Withdrawing from Afghanistan was a terrible idea huh?  I mean, maybe negotiating with the Taliban from the start and inviting them to Camp David was was a bad idea….",1
Nice reminder that Trump set that in motion. 😎,1
"Yeah we should really find out who ordered that rapid withdrawal. I think his name rhymed with ""dump""...",1
"Dont forget it was on Donld Trumps watch that the United States of American signed a surrender deal to the Taliban and put a date on a hard pull out of Afghanistan.  I know you dont like facts Marjorie Taylor Green, unless you are talking about making Merica great again back when your family owned slaves.",1
Hey Marge... Ask Donald Trump why he closed 9 regional airports in Afghanistan leaving only the one in Kabul to funnel everyone out.,1
"Wait a second, as an Afghan I can say the entire country was a gift to Taliban by trump titled Doha Peace deal.  Speaking of gifts Remember when Pompeo pressured Afghan gov to release 5000 TB prisoners ?",1
"You do realize trump initiated the withdrawal and set a deadline, what’s more important the people he got home safely or the old equipment",1
Trump is the one who made the deal to be out by a certain date and this all falls on Trump and you.,1
"Thank Trump. Imagine that, if Trump gets involved with anything, it always comes back on America. We pay for Trump's constantly ""mistakes"". He is the best ally our enemies have.",1
"Thinks again, Marsha, to remind us that it was Trump and Pompeo who let 5000 taliban loose on the world, and the leader that is doing this in Afghanistan is one of them.",1
trump made the deal to get out of Afghanistan!,1
